PX409-USBH - 487885,,PX409-USBH - 487884,
Units:,psi,Units:,psi
Custom Scalar:,none,Custom Scalar:,none
Custom Offset:,none,Custom Offset:,none
Start:,2025-07-28 11:27:04.244,Start:,2025-07-28 11:27:04.114
End:,2025-07-28 01:41:03.461,End:,2025-07-28 01:41:03.388
Count:,40464,Count:,40455
Low:,-14.6091842651367,Low:,-15.5867481231689
High:,1521.8125,High:,1518.83020019531

Time,Value,Time,Value
2025-07-28 11:34:08.228 AM,869.02587890625,2025-07-28 11:34:08.196 AM,866.664672851563
2025-07-28 11:34:08.427 AM,869.038940429688,2025-07-28 11:34:08.395 AM,866.654907226563
2025-07-28 11:34:08.626 AM,869.043823242188,2025-07-28 11:34:08.594 AM,866.64599609375
2025-07-28 11:34:08.824 AM,869.034057617188,2025-07-28 11:34:08.793 AM,866.6435546875
2025-07-28 11:34:09.023 AM,869.019409179688,2025-07-28 11:34:08.991 AM,866.642700195313
2025-07-28 11:34:09.222 AM,869.004760742188,2025-07-28 11:34:09.190 AM,866.641967773438
2025-07-28 11:34:09.420 AM,868.988525390625,2025-07-28 11:34:09.389 AM,866.63134765625
2025-07-28 11:34:09.619 AM,869.000732421875,2025-07-28 11:34:09.587 AM,866.628051757813
2025-07-28 11:34:09.818 AM,869.01611328125,2025-07-28 11:34:09.786 AM,866.628051757813
2025-07-28 11:34:10.017 AM,869.010498046875,2025-07-28 11:34:09.985 AM,866.639526367188
2025-07-28 11:34:10.215 AM,869.00634765625,2025-07-28 11:34:10.184 AM,866.640258789063
2025-07-28 11:34:10.414 AM,868.990966796875,2025-07-28 11:34:10.382 AM,866.642700195313
2025-07-28 11:34:10.613 AM,868.98193359375,2025-07-28 11:34:10.581 AM,866.6533203125
2025-07-28 11:34:10.811 AM,868.987670898438,2025-07-28 11:34:10.780 AM,866.61669921875
2025-07-28 11:34:11.010 AM,868.990966796875,2025-07-28 11:34:10.979 AM,866.60693359375
2025-07-28 11:34:11.209 AM,868.995849609375,2025-07-28 11:34:11.177 AM,866.601196289063
2025-07-28 11:34:11.407 AM,868.988525390625,2025-07-28 11:34:11.376 AM,866.58740234375
2025-07-28 11:34:11.606 AM,868.97216796875,2025-07-28 11:34:11.575 AM,866.602905273438
2025-07-28 11:34:11.805 AM,868.951904296875,2025-07-28 11:34:11.773 AM,866.62890625
2025-07-28 11:34:12.003 AM,868.92822265625,2025-07-28 11:34:11.972 AM,866.61669921875
2025-07-28 11:34:12.202 AM,868.938842773438,2025-07-28 11:34:12.171 AM,866.613403320313
2025-07-28 11:34:12.401 AM,868.94775390625,2025-07-28 11:34:12.370 AM,866.6240234375
2025-07-28 11:34:12.599 AM,868.956787109375,2025-07-28 11:34:12.568 AM,866.61181640625
2025-07-28 11:34:12.798 AM,868.9599609375,2025-07-28 11:34:12.767 AM,866.62890625
2025-07-28 11:34:12.997 AM,868.938842773438,2025-07-28 11:34:12.966 AM,866.619995117188
2025-07-28 11:34:13.195 AM,868.937255859375,2025-07-28 11:34:13.165 AM,866.57763671875
2025-07-28 11:34:13.394 AM,868.925048828125,2025-07-28 11:34:13.363 AM,866.557373046875
2025-07-28 11:34:13.593 AM,868.912841796875,2025-07-28 11:34:13.562 AM,866.550048828125
2025-07-28 11:34:13.791 AM,868.90380859375,2025-07-28 11:34:13.761 AM,866.539428710938
2025-07-28 11:34:13.990 AM,868.890869140625,2025-07-28 11:34:13.959 AM,866.530517578125
2025-07-28 11:34:14.189 AM,868.871337890625,2025-07-28 11:34:14.158 AM,866.563842773438
2025-07-28 11:34:14.387 AM,868.888427734375,2025-07-28 11:34:14.357 AM,866.562255859375
2025-07-28 11:34:14.586 AM,868.893310546875,2025-07-28 11:34:14.556 AM,866.576782226563
2025-07-28 11:34:14.785 AM,868.895751953125,2025-07-28 11:34:14.754 AM,866.619995117188
2025-07-28 11:34:14.984 AM,868.922607421875,2025-07-28 11:34:14.953 AM,866.58984375
2025-07-28 11:34:15.182 AM,868.9111328125,2025-07-28 11:34:15.152 AM,866.576782226563
2025-07-28 11:34:15.381 AM,868.907104492188,2025-07-28 11:34:15.351 AM,866.581665039063
2025-07-28 11:34:15.580 AM,868.90869140625,2025-07-28 11:34:15.549 AM,866.564575195313
2025-07-28 11:34:15.778 AM,868.88916015625,2025-07-28 11:34:15.748 AM,866.552490234375
2025-07-28 11:34:15.977 AM,868.881103515625,2025-07-28 11:34:15.947 AM,866.57275390625
2025-07-28 11:34:16.176 AM,868.8818359375,2025-07-28 11:34:16.145 AM,866.559814453125
2025-07-28 11:34:16.374 AM,868.89892578125,2025-07-28 11:34:16.344 AM,866.545166015625
2025-07-28 11:34:16.573 AM,868.890014648438,2025-07-28 11:34:16.543 AM,866.562255859375
2025-07-28 11:34:16.772 AM,868.896484375,2025-07-28 11:34:16.742 AM,866.556518554688
2025-07-28 11:34:16.970 AM,868.872924804688,2025-07-28 11:34:16.940 AM,866.568725585938
2025-07-28 11:34:17.169 AM,868.849365234375,2025-07-28 11:34:17.139 AM,866.590698242188
2025-07-28 11:34:17.368 AM,868.864013671875,2025-07-28 11:34:17.338 AM,866.59228515625
2025-07-28 11:34:17.566 AM,868.876953125,2025-07-28 11:34:17.536 AM,866.567016601563
2025-07-28 11:34:17.765 AM,868.90625,2025-07-28 11:34:17.735 AM,866.547607421875
2025-07-28 11:34:17.964 AM,868.91845703125,2025-07-28 11:34:17.934 AM,866.525634765625
2025-07-28 11:34:18.162 AM,868.915283203125,2025-07-28 11:34:18.133 AM,866.5263671875
2025-07-28 11:34:18.361 AM,868.899780273438,2025-07-28 11:34:18.331 AM,866.55322265625
2025-07-28 11:34:18.560 AM,868.89404296875,2025-07-28 11:34:18.530 AM,866.563842773438
2025-07-28 11:34:18.758 AM,868.854248046875,2025-07-28 11:34:18.729 AM,866.569458007813
2025-07-28 11:34:18.957 AM,868.856689453125,2025-07-28 11:34:18.928 AM,866.539428710938
2025-07-28 11:34:19.156 AM,868.85009765625,2025-07-28 11:34:19.126 AM,866.532958984375
2025-07-28 11:34:19.355 AM,868.846923828125,2025-07-28 11:34:19.325 AM,866.529663085938
2025-07-28 11:34:19.553 AM,868.875366210938,2025-07-28 11:34:19.524 AM,866.54833984375
2025-07-28 11:34:19.752 AM,868.872924804688,2025-07-28 11:34:19.722 AM,866.5751953125
2025-07-28 11:34:19.951 AM,868.876220703125,2025-07-28 11:34:19.921 AM,866.562255859375
2025-07-28 11:34:20.149 AM,868.857421875,2025-07-28 11:34:20.120 AM,866.559814453125
2025-07-28 11:34:20.348 AM,868.86474609375,2025-07-28 11:34:20.319 AM,866.558959960938
2025-07-28 11:34:20.547 AM,868.872924804688,2025-07-28 11:34:20.517 AM,866.564575195313
2025-07-28 11:34:20.745 AM,868.8720703125,2025-07-28 11:34:20.716 AM,866.562255859375
2025-07-28 11:34:20.944 AM,868.88916015625,2025-07-28 11:34:20.915 AM,866.5654296875
2025-07-28 11:34:21.143 AM,868.885986328125,2025-07-28 11:34:21.114 AM,866.558959960938
2025-07-28 11:34:21.341 AM,868.8671875,2025-07-28 11:34:21.312 AM,866.537841796875
2025-07-28 11:34:21.540 AM,868.859130859375,2025-07-28 11:34:21.511 AM,866.535400390625
2025-07-28 11:34:21.739 AM,868.866455078125,2025-07-28 11:34:21.710 AM,866.515014648438
2025-07-28 11:34:21.937 AM,868.84521484375,2025-07-28 11:34:21.908 AM,866.515869140625
2025-07-28 11:34:22.136 AM,868.859130859375,2025-07-28 11:34:22.107 AM,866.522338867188
2025-07-28 11:34:22.335 AM,868.8720703125,2025-07-28 11:34:22.306 AM,866.534545898438
2025-07-28 11:34:22.533 AM,868.849365234375,2025-07-28 11:34:22.505 AM,866.552490234375
2025-07-28 11:34:22.732 AM,868.846923828125,2025-07-28 11:34:22.703 AM,866.529663085938
2025-07-28 11:34:22.931 AM,868.826538085938,2025-07-28 11:34:22.902 AM,866.520751953125
2025-07-28 11:34:23.129 AM,868.824951171875,2025-07-28 11:34:23.101 AM,866.510131835938
2025-07-28 11:34:23.328 AM,868.818359375,2025-07-28 11:34:23.300 AM,866.496337890625
2025-07-28 11:34:23.527 AM,868.841186523438,2025-07-28 11:34:23.498 AM,866.49951171875
2025-07-28 11:34:23.725 AM,868.865600585938,2025-07-28 11:34:23.697 AM,866.490600585938
2025-07-28 11:34:23.924 AM,868.856689453125,2025-07-28 11:34:23.896 AM,866.49462890625
2025-07-28 11:34:24.123 AM,868.86962890625,2025-07-28 11:34:24.094 AM,866.510986328125
2025-07-28 11:34:24.322 AM,868.851806640625,2025-07-28 11:34:24.293 AM,866.527221679688
2025-07-28 11:34:24.520 AM,868.832275390625,2025-07-28 11:34:24.492 AM,866.532958984375
2025-07-28 11:34:24.719 AM,868.8232421875,2025-07-28 11:34:24.691 AM,866.546752929688
2025-07-28 11:34:24.918 AM,868.824951171875,2025-07-28 11:34:24.889 AM,866.56787109375
2025-07-28 11:34:25.116 AM,868.818359375,2025-07-28 11:34:25.088 AM,866.55322265625
2025-07-28 11:34:25.315 AM,868.829833984375,2025-07-28 11:34:25.287 AM,866.561401367188
2025-07-28 11:34:25.514 AM,868.85498046875,2025-07-28 11:34:25.486 AM,866.562255859375
2025-07-28 11:34:25.712 AM,868.878662109375,2025-07-28 11:34:25.684 AM,866.550048828125
2025-07-28 11:34:25.911 AM,868.896484375,2025-07-28 11:34:25.883 AM,866.559814453125
2025-07-28 11:34:26.110 AM,868.876953125,2025-07-28 11:34:26.082 AM,866.563842773438
2025-07-28 11:34:26.308 AM,868.876953125,2025-07-28 11:34:26.280 AM,866.562255859375
2025-07-28 11:34:26.507 AM,868.855834960938,2025-07-28 11:34:26.479 AM,866.547607421875
2025-07-28 11:34:26.706 AM,868.837890625,2025-07-28 11:34:26.678 AM,866.53369140625
2025-07-28 11:34:26.904 AM,868.849365234375,2025-07-28 11:34:26.877 AM,866.552490234375
2025-07-28 11:34:27.103 AM,868.839599609375,2025-07-28 11:34:27.075 AM,866.557373046875
2025-07-28 11:34:27.302 AM,868.836303710938,2025-07-28 11:34:27.274 AM,866.551635742188
2025-07-28 11:34:27.500 AM,868.846069335938,2025-07-28 11:34:27.473 AM,866.557373046875
2025-07-28 11:34:27.699 AM,868.85009765625,2025-07-28 11:34:27.672 AM,866.54345703125
2025-07-28 11:34:27.898 AM,868.84033203125,2025-07-28 11:34:27.870 AM,866.519897460938
2025-07-28 11:34:28.096 AM,868.854248046875,2025-07-28 11:34:28.069 AM,866.532104492188
2025-07-28 11:34:28.295 AM,868.85009765625,2025-07-28 11:34:28.268 AM,866.536987304688
2025-07-28 11:34:28.494 AM,868.846069335938,2025-07-28 11:34:28.466 AM,866.53857421875
2025-07-28 11:34:28.693 AM,868.88671875,2025-07-28 11:34:28.665 AM,866.56298828125
2025-07-28 11:34:28.891 AM,868.892456054688,2025-07-28 11:34:28.864 AM,866.559814453125
2025-07-28 11:34:29.090 AM,868.955932617188,2025-07-28 11:34:29.063 AM,866.601196289063
2025-07-28 11:34:29.289 AM,869.04541015625,2025-07-28 11:34:29.261 AM,866.663940429688
2025-07-28 11:34:29.487 AM,869.140625,2025-07-28 11:34:29.460 AM,866.727294921875
2025-07-28 11:34:29.686 AM,869.266723632813,2025-07-28 11:34:29.659 AM,866.816040039063
2025-07-28 11:34:29.885 AM,869.37744140625,2025-07-28 11:34:29.858 AM,866.885131835938
2025-07-28 11:34:30.083 AM,869.515747070313,2025-07-28 11:34:30.056 AM,866.956787109375
2025-07-28 11:34:30.282 AM,869.706176757813,2025-07-28 11:34:30.255 AM,867.044555664063
2025-07-28 11:34:30.481 AM,869.937255859375,2025-07-28 11:34:30.454 AM,867.195068359375
2025-07-28 11:34:30.679 AM,870.1845703125,2025-07-28 11:34:30.652 AM,867.380615234375
2025-07-28 11:34:30.878 AM,870.432006835938,2025-07-28 11:34:30.851 AM,867.5791015625
2025-07-28 11:34:31.077 AM,870.632202148438,2025-07-28 11:34:31.050 AM,867.801147460938
2025-07-28 11:34:31.275 AM,870.817626953125,2025-07-28 11:34:31.249 AM,867.998901367188
2025-07-28 11:34:31.474 AM,871.003173828125,2025-07-28 11:34:31.447 AM,868.159057617188
2025-07-28 11:34:31.673 AM,871.178955078125,2025-07-28 11:34:31.646 AM,868.299072265625
2025-07-28 11:34:31.871 AM,871.352294921875,2025-07-28 11:34:31.845 AM,868.444702148438
2025-07-28 11:34:32.070 AM,871.52392578125,2025-07-28 11:34:32.044 AM,868.556884765625
2025-07-28 11:34:32.269 AM,871.6728515625,2025-07-28 11:34:32.242 AM,868.691162109375
2025-07-28 11:34:32.467 AM,871.829956054688,2025-07-28 11:34:32.441 AM,868.831909179688
2025-07-28 11:34:32.666 AM,871.960083007813,2025-07-28 11:34:32.640 AM,868.941650390625
2025-07-28 11:34:32.865 AM,872.066650390625,2025-07-28 11:34:32.838 AM,869.040161132813
2025-07-28 11:34:33.063 AM,872.194458007813,2025-07-28 11:34:33.037 AM,869.138549804688
2025-07-28 11:34:33.262 AM,872.293701171875,2025-07-28 11:34:33.236 AM,869.23046875
2025-07-28 11:34:33.461 AM,872.410034179688,2025-07-28 11:34:33.435 AM,869.304565429688
2025-07-28 11:34:33.660 AM,872.554077148438,2025-07-28 11:34:33.633 AM,869.472900390625
2025-07-28 11:34:33.858 AM,872.70703125,2025-07-28 11:34:33.832 AM,869.63232421875
2025-07-28 11:34:34.057 AM,872.894287109375,2025-07-28 11:34:34.031 AM,869.801513671875
2025-07-28 11:34:34.256 AM,873.05859375,2025-07-28 11:34:34.230 AM,870.004150390625
2025-07-28 11:34:34.454 AM,873.233520507813,2025-07-28 11:34:34.428 AM,870.15625
2025-07-28 11:34:34.653 AM,873.350708007813,2025-07-28 11:34:34.627 AM,870.282348632813
2025-07-28 11:34:34.852 AM,873.447509765625,2025-07-28 11:34:34.826 AM,870.394653320313
2025-07-28 11:34:35.050 AM,873.532958984375,2025-07-28 11:34:35.024 AM,870.468627929688
2025-07-28 11:34:35.249 AM,873.559814453125,2025-07-28 11:34:35.223 AM,870.510131835938
2025-07-28 11:34:35.448 AM,873.57861328125,2025-07-28 11:34:35.422 AM,870.51171875
2025-07-28 11:34:35.646 AM,873.570434570313,2025-07-28 11:34:35.621 AM,870.484130859375
2025-07-28 11:34:35.845 AM,873.559814453125,2025-07-28 11:34:35.819 AM,870.433715820313
2025-07-28 11:34:36.044 AM,873.57861328125,2025-07-28 11:34:36.018 AM,870.363647460938
2025-07-28 11:34:36.242 AM,873.596435546875,2025-07-28 11:34:36.217 AM,870.352294921875
2025-07-28 11:34:36.441 AM,873.589965820313,2025-07-28 11:34:36.415 AM,870.33935546875
2025-07-28 11:34:36.640 AM,873.636352539063,2025-07-28 11:34:36.614 AM,870.373413085938
2025-07-28 11:34:36.838 AM,873.660766601563,2025-07-28 11:34:36.813 AM,870.418212890625
2025-07-28 11:34:37.037 AM,873.677001953125,2025-07-28 11:34:37.012 AM,870.458129882813
2025-07-28 11:34:37.236 AM,873.752685546875,2025-07-28 11:34:37.210 AM,870.4873046875
2025-07-28 11:34:37.434 AM,873.782836914063,2025-07-28 11:34:37.409 AM,870.520751953125
2025-07-28 11:34:37.633 AM,873.814575195313,2025-07-28 11:34:37.608 AM,870.5654296875
2025-07-28 11:34:37.832 AM,873.858520507813,2025-07-28 11:34:37.807 AM,870.595581054688
2025-07-28 11:34:38.030 AM,873.871459960938,2025-07-28 11:34:38.005 AM,870.6337890625
2025-07-28 11:34:38.229 AM,873.901611328125,2025-07-28 11:34:38.204 AM,870.650024414063
2025-07-28 11:34:38.428 AM,873.927612304688,2025-07-28 11:34:38.403 AM,870.663940429688
2025-07-28 11:34:38.627 AM,873.978881835938,2025-07-28 11:34:38.601 AM,870.70947265625
2025-07-28 11:34:38.825 AM,874.033447265625,2025-07-28 11:34:38.800 AM,870.754150390625
2025-07-28 11:34:39.024 AM,874.086303710938,2025-07-28 11:34:38.999 AM,870.811157226563
2025-07-28 11:34:39.223 AM,874.14404296875,2025-07-28 11:34:39.198 AM,870.840454101563
2025-07-28 11:34:39.421 AM,874.175048828125,2025-07-28 11:34:39.396 AM,870.853393554688
2025-07-28 11:34:39.620 AM,874.218139648438,2025-07-28 11:34:39.595 AM,870.895751953125
2025-07-28 11:34:39.819 AM,874.2490234375,2025-07-28 11:34:39.794 AM,870.902221679688
2025-07-28 11:34:40.017 AM,874.2783203125,2025-07-28 11:34:39.993 AM,870.92578125
2025-07-28 11:34:40.216 AM,874.314086914063,2025-07-28 11:34:40.191 AM,870.94775390625
2025-07-28 11:34:40.415 AM,874.325561523438,2025-07-28 11:34:40.390 AM,870.948608398438
2025-07-28 11:34:40.613 AM,874.36376953125,2025-07-28 11:34:40.589 AM,870.953491210938
2025-07-28 11:34:40.812 AM,874.38818359375,2025-07-28 11:34:40.787 AM,870.998291015625
2025-07-28 11:34:41.011 AM,874.43701171875,2025-07-28 11:34:40.986 AM,871.020141601563
2025-07-28 11:34:41.209 AM,874.481811523438,2025-07-28 11:34:41.185 AM,871.048706054688
2025-07-28 11:34:41.408 AM,874.511840820313,2025-07-28 11:34:41.384 AM,871.107299804688
2025-07-28 11:34:41.607 AM,874.547729492188,2025-07-28 11:34:41.582 AM,871.107299804688
2025-07-28 11:34:41.805 AM,874.564819335938,2025-07-28 11:34:41.781 AM,871.1552734375
2025-07-28 11:34:42.004 AM,874.565551757813,2025-07-28 11:34:41.980 AM,871.182861328125
2025-07-28 11:34:42.203 AM,874.587524414063,2025-07-28 11:34:42.179 AM,871.1943359375
2025-07-28 11:34:42.401 AM,874.609497070313,2025-07-28 11:34:42.377 AM,871.241455078125
2025-07-28 11:34:42.600 AM,874.6396484375,2025-07-28 11:34:42.576 AM,871.253662109375
2025-07-28 11:34:42.799 AM,874.690063476563,2025-07-28 11:34:42.775 AM,871.290283203125
2025-07-28 11:34:42.998 AM,874.703125,2025-07-28 11:34:42.973 AM,871.345581054688
2025-07-28 11:34:43.196 AM,874.730712890625,2025-07-28 11:34:43.172 AM,871.382202148438
2025-07-28 11:34:43.395 AM,874.7666015625,2025-07-28 11:34:43.371 AM,871.426147460938
2025-07-28 11:34:43.594 AM,874.806396484375,2025-07-28 11:34:43.570 AM,871.443237304688
2025-07-28 11:34:43.792 AM,874.856079101563,2025-07-28 11:34:43.768 AM,871.45947265625
2025-07-28 11:34:43.991 AM,874.917114257813,2025-07-28 11:34:43.967 AM,871.485473632813
2025-07-28 11:34:44.190 AM,874.9521484375,2025-07-28 11:34:44.166 AM,871.5205078125
2025-07-28 11:34:44.388 AM,875.019653320313,2025-07-28 11:34:44.365 AM,871.61572265625
2025-07-28 11:34:44.587 AM,875.113159179688,2025-07-28 11:34:44.563 AM,871.750732421875
2025-07-28 11:34:44.786 AM,875.228759765625,2025-07-28 11:34:44.762 AM,871.880859375
2025-07-28 11:34:44.984 AM,875.37109375,2025-07-28 11:34:44.961 AM,872.04443359375
2025-07-28 11:34:45.183 AM,875.515991210938,2025-07-28 11:34:45.159 AM,872.188354492188
2025-07-28 11:34:45.382 AM,875.633178710938,2025-07-28 11:34:45.358 AM,872.288452148438
2025-07-28 11:34:45.580 AM,875.726684570313,2025-07-28 11:34:45.557 AM,872.40966796875
2025-07-28 11:34:45.779 AM,875.802368164063,2025-07-28 11:34:45.756 AM,872.481201171875
2025-07-28 11:34:45.978 AM,875.83251953125,2025-07-28 11:34:45.954 AM,872.503173828125
2025-07-28 11:34:46.176 AM,875.849609375,2025-07-28 11:34:46.153 AM,872.490234375
2025-07-28 11:34:46.375 AM,875.811401367188,2025-07-28 11:34:46.352 AM,872.442260742188
2025-07-28 11:34:46.574 AM,875.7861328125,2025-07-28 11:34:46.551 AM,872.361694335938
2025-07-28 11:34:46.772 AM,875.752807617188,2025-07-28 11:34:46.749 AM,872.30224609375
2025-07-28 11:34:46.971 AM,875.719360351563,2025-07-28 11:34:46.948 AM,872.264892578125
2025-07-28 11:34:47.170 AM,875.74462890625,2025-07-28 11:34:47.147 AM,872.24365234375
2025-07-28 11:34:47.368 AM,875.740600585938,2025-07-28 11:34:47.345 AM,872.239624023438
2025-07-28 11:34:47.567 AM,875.760131835938,2025-07-28 11:34:47.544 AM,872.25830078125
2025-07-28 11:34:47.766 AM,875.769897460938,2025-07-28 11:34:47.743 AM,872.261596679688
2025-07-28 11:34:47.965 AM,875.7763671875,2025-07-28 11:34:47.942 AM,872.261596679688
2025-07-28 11:34:48.163 AM,875.80078125,2025-07-28 11:34:48.140 AM,872.29248046875
2025-07-28 11:34:48.362 AM,875.818725585938,2025-07-28 11:34:48.339 AM,872.294189453125
2025-07-28 11:34:48.561 AM,875.86669921875,2025-07-28 11:34:48.538 AM,872.314453125
2025-07-28 11:34:48.759 AM,875.888671875,2025-07-28 11:34:48.737 AM,872.347900390625
2025-07-28 11:34:48.958 AM,875.917114257813,2025-07-28 11:34:48.935 AM,872.35107421875
2025-07-28 11:34:49.157 AM,875.947998046875,2025-07-28 11:34:49.134 AM,872.3828125
2025-07-28 11:34:49.355 AM,875.978149414063,2025-07-28 11:34:49.333 AM,872.41943359375
2025-07-28 11:34:49.554 AM,876.025390625,2025-07-28 11:34:49.531 AM,872.45849609375
2025-07-28 11:34:49.753 AM,876.04736328125,2025-07-28 11:34:49.730 AM,872.488525390625
2025-07-28 11:34:49.951 AM,876.06689453125,2025-07-28 11:34:49.929 AM,872.5
2025-07-28 11:34:50.150 AM,876.105102539063,2025-07-28 11:34:50.128 AM,872.52197265625
2025-07-28 11:34:50.349 AM,876.126220703125,2025-07-28 11:34:50.326 AM,872.517822265625
2025-07-28 11:34:50.547 AM,876.158813476563,2025-07-28 11:34:50.525 AM,872.529296875
2025-07-28 11:34:50.746 AM,876.18896484375,2025-07-28 11:34:50.724 AM,872.548828125
2025-07-28 11:34:50.945 AM,876.185668945313,2025-07-28 11:34:50.923 AM,872.557739257813
2025-07-28 11:34:51.143 AM,876.201904296875,2025-07-28 11:34:51.121 AM,872.588623046875
2025-07-28 11:34:51.342 AM,876.209228515625,2025-07-28 11:34:51.320 AM,872.610595703125
2025-07-28 11:34:51.541 AM,876.218994140625,2025-07-28 11:34:51.519 AM,872.616333007813
2025-07-28 11:34:51.739 AM,876.258911132813,2025-07-28 11:34:51.717 AM,872.625244140625
2025-07-28 11:34:51.938 AM,876.283325195313,2025-07-28 11:34:51.916 AM,872.621948242188
2025-07-28 11:34:52.137 AM,876.294677734375,2025-07-28 11:34:52.115 AM,872.623657226563
2025-07-28 11:34:52.336 AM,876.323974609375,2025-07-28 11:34:52.314 AM,872.655395507813
2025-07-28 11:34:52.534 AM,876.332153320313,2025-07-28 11:34:52.512 AM,872.672485351563
2025-07-28 11:34:52.733 AM,876.318237304688,2025-07-28 11:34:52.711 AM,872.708251953125
2025-07-28 11:34:52.932 AM,876.370361328125,2025-07-28 11:34:52.910 AM,872.744873046875
2025-07-28 11:34:53.130 AM,876.389038085938,2025-07-28 11:34:53.109 AM,872.7626953125
2025-07-28 11:34:53.329 AM,876.413452148438,2025-07-28 11:34:53.307 AM,872.793701171875
2025-07-28 11:34:53.528 AM,876.481811523438,2025-07-28 11:34:53.506 AM,872.829467773438
2025-07-28 11:34:53.726 AM,876.494873046875,2025-07-28 11:34:53.705 AM,872.8310546875
2025-07-28 11:34:53.925 AM,876.513549804688,2025-07-28 11:34:53.903 AM,872.870971679688
2025-07-28 11:34:54.124 AM,876.519287109375,2025-07-28 11:34:54.102 AM,872.88232421875
2025-07-28 11:34:54.322 AM,876.507934570313,2025-07-28 11:34:54.301 AM,872.870971679688
2025-07-28 11:34:54.521 AM,876.508666992188,2025-07-28 11:34:54.500 AM,872.898559570313
2025-07-28 11:34:54.720 AM,876.524169921875,2025-07-28 11:34:54.698 AM,872.884765625
2025-07-28 11:34:54.918 AM,876.559936523438,2025-07-28 11:34:54.897 AM,872.873413085938
2025-07-28 11:34:55.117 AM,876.586059570313,2025-07-28 11:34:55.096 AM,872.870971679688
2025-07-28 11:34:55.316 AM,876.638061523438,2025-07-28 11:34:55.294 AM,872.875854492188
2025-07-28 11:34:55.514 AM,876.69580078125,2025-07-28 11:34:55.493 AM,872.925415039063
2025-07-28 11:34:55.713 AM,876.7470703125,2025-07-28 11:34:55.692 AM,873.007568359375
2025-07-28 11:34:55.912 AM,876.8203125,2025-07-28 11:34:55.891 AM,873.056396484375
2025-07-28 11:34:56.110 AM,876.873291015625,2025-07-28 11:34:56.089 AM,873.112548828125
2025-07-28 11:34:56.309 AM,876.93505859375,2025-07-28 11:34:56.288 AM,873.149169921875
2025-07-28 11:34:56.508 AM,876.99853515625,2025-07-28 11:34:56.487 AM,873.214233398438
2025-07-28 11:34:56.706 AM,877.101928710938,2025-07-28 11:34:56.686 AM,873.353271484375
2025-07-28 11:34:56.905 AM,877.214965820313,2025-07-28 11:34:56.884 AM,873.526611328125
2025-07-28 11:34:57.104 AM,877.329711914063,2025-07-28 11:34:57.083 AM,873.712036132813
2025-07-28 11:34:57.303 AM,877.4453125,2025-07-28 11:34:57.282 AM,873.865844726563
2025-07-28 11:34:57.501 AM,877.543701171875,2025-07-28 11:34:57.480 AM,873.964233398438
2025-07-28 11:34:57.700 AM,877.646240234375,2025-07-28 11:34:57.679 AM,874.016357421875
2025-07-28 11:34:57.899 AM,877.712158203125,2025-07-28 11:34:57.878 AM,874.04150390625
2025-07-28 11:34:58.097 AM,877.762573242188,2025-07-28 11:34:58.077 AM,874.039916992188
2025-07-28 11:34:58.296 AM,877.785400390625,2025-07-28 11:34:58.275 AM,874.017944335938
2025-07-28 11:34:58.495 AM,877.765014648438,2025-07-28 11:34:58.474 AM,873.992797851563
2025-07-28 11:34:58.693 AM,877.735717773438,2025-07-28 11:34:58.673 AM,873.947143554688
2025-07-28 11:34:58.892 AM,877.722778320313,2025-07-28 11:34:58.872 AM,873.917114257813
2025-07-28 11:34:59.091 AM,877.682006835938,2025-07-28 11:34:59.070 AM,873.923583984375
2025-07-28 11:34:59.289 AM,877.671508789063,2025-07-28 11:34:59.269 AM,873.924438476563
2025-07-28 11:34:59.488 AM,877.683715820313,2025-07-28 11:34:59.468 AM,873.929321289063
2025-07-28 11:34:59.687 AM,877.687744140625,2025-07-28 11:34:59.666 AM,873.930908203125
2025-07-28 11:34:59.885 AM,877.707275390625,2025-07-28 11:34:59.865 AM,873.926025390625
2025-07-28 11:35:00.084 AM,877.733276367188,2025-07-28 11:35:00.064 AM,873.908203125
2025-07-28 11:35:00.283 AM,877.762573242188,2025-07-28 11:35:00.263 AM,873.943969726563
2025-07-28 11:35:00.481 AM,877.812255859375,2025-07-28 11:35:00.461 AM,873.966674804688
2025-07-28 11:35:00.680 AM,877.879760742188,2025-07-28 11:35:00.660 AM,873.997680664063
2025-07-28 11:35:00.879 AM,877.9375,2025-07-28 11:35:00.859 AM,874.060302734375
2025-07-28 11:35:01.077 AM,878.066162109375,2025-07-28 11:35:01.058 AM,874.326293945313
2025-07-28 11:35:01.276 AM,878.734130859375,2025-07-28 11:35:01.256 AM,875.342407226563
2025-07-28 11:35:01.475 AM,879.673217773438,2025-07-28 11:35:01.455 AM,876.566650390625
2025-07-28 11:35:01.674 AM,880.861206054688,2025-07-28 11:35:01.654 AM,878.057006835938
2025-07-28 11:35:01.872 AM,882.22412109375,2025-07-28 11:35:01.852 AM,879.553100585938
2025-07-28 11:35:02.071 AM,883.255126953125,2025-07-28 11:35:02.051 AM,880.568359375
2025-07-28 11:35:02.270 AM,884.203002929688,2025-07-28 11:35:02.250 AM,881.582763671875
2025-07-28 11:35:02.468 AM,885.107055664063,2025-07-28 11:35:02.449 AM,882.551635742188
2025-07-28 11:35:02.667 AM,885.998901367188,2025-07-28 11:35:02.647 AM,883.467651367188
2025-07-28 11:35:02.866 AM,886.832153320313,2025-07-28 11:35:02.846 AM,884.329956054688
