PX409-USBH - 487885,,PX409-USBH - 487884,
Units:,psi,Units:,psi
Custom Scalar:,none,Custom Scalar:,none
Custom Offset:,none,Custom Offset:,none
Start:,2025-07-28 11:27:04.244,Start:,2025-07-28 11:27:04.114
End:,2025-07-28 01:41:03.461,End:,2025-07-28 01:41:03.388
Count:,40464,Count:,40455
Low:,-14.6091842651367,Low:,-15.5867481231689
High:,1521.8125,High:,1518.83020019531

Time,Value,Time,Value
2025-07-28 01:05:52.677 PM,1514.54699707031,2025-07-28 01:05:53.908 PM,1512.5703125
2025-07-28 01:05:52.876 PM,1514.5185546875,2025-07-28 01:05:54.107 PM,1512.52563476563
2025-07-28 01:05:53.075 PM,1514.49243164063,2025-07-28 01:05:54.306 PM,1512.42309570313
2025-07-28 01:05:53.273 PM,1514.51928710938,2025-07-28 01:05:54.505 PM,1512.31811523438
2025-07-28 01:05:53.472 PM,1514.61206054688,2025-07-28 01:05:54.703 PM,1512.24731445313
2025-07-28 01:05:53.671 PM,1514.71789550781,2025-07-28 01:05:54.902 PM,1512.15625
2025-07-28 01:05:53.869 PM,1514.84887695313,2025-07-28 01:05:55.101 PM,1512.07653808594
2025-07-28 01:05:54.068 PM,1514.95471191406,2025-07-28 01:05:55.300 PM,1512.02685546875
2025-07-28 01:05:54.267 PM,1515.00830078125,2025-07-28 01:05:55.498 PM,1512.0244140625
2025-07-28 01:05:54.465 PM,1514.99450683594,2025-07-28 01:05:55.697 PM,1512.08715820313
2025-07-28 01:05:54.664 PM,1514.80895996094,2025-07-28 01:05:55.896 PM,1512.17907714844
2025-07-28 01:05:54.863 PM,1514.69909667969,2025-07-28 01:05:56.094 PM,1512.29943847656
2025-07-28 01:05:55.061 PM,1514.60717773438,2025-07-28 01:05:56.293 PM,1512.42797851563
2025-07-28 01:05:55.260 PM,1514.52746582031,2025-07-28 01:05:56.492 PM,1512.49633789063
2025-07-28 01:05:55.459 PM,1514.48107910156,2025-07-28 01:05:56.691 PM,1512.55163574219
2025-07-28 01:05:55.657 PM,1514.46069335938,2025-07-28 01:05:56.889 PM,1512.53540039063
2025-07-28 01:05:55.856 PM,1514.5283203125,2025-07-28 01:05:57.088 PM,1512.46704101563
2025-07-28 01:05:56.055 PM,1514.62841796875,2025-07-28 01:05:57.287 PM,1512.40515136719
2025-07-28 01:05:56.253 PM,1514.75366210938,2025-07-28 01:05:57.486 PM,1512.30102539063
2025-07-28 01:05:56.452 PM,1514.89440917969,2025-07-28 01:05:57.684 PM,1512.21643066406
2025-07-28 01:05:56.651 PM,1514.98315429688,2025-07-28 01:05:57.883 PM,1512.11560058594
2025-07-28 01:05:56.849 PM,1515.01733398438,2025-07-28 01:05:58.082 PM,1512.0341796875
2025-07-28 01:05:57.048 PM,1514.98388671875,2025-07-28 01:05:58.280 PM,1512.04077148438
2025-07-28 01:05:57.247 PM,1514.92297363281,2025-07-28 01:05:58.479 PM,1512.08386230469
2025-07-28 01:05:57.446 PM,1514.83508300781,2025-07-28 01:05:58.678 PM,1512.20422363281
2025-07-28 01:05:57.644 PM,1514.74633789063,2025-07-28 01:05:58.877 PM,1512.31652832031
2025-07-28 01:05:57.843 PM,1514.68286132813,2025-07-28 01:05:59.075 PM,1512.42395019531
2025-07-28 01:05:58.042 PM,1514.60400390625,2025-07-28 01:05:59.274 PM,1512.52807617188
2025-07-28 01:05:58.240 PM,1514.55920410156,2025-07-28 01:05:59.473 PM,1512.58093261719
2025-07-28 01:05:58.439 PM,1514.53234863281,2025-07-28 01:05:59.672 PM,1512.61755371094
2025-07-28 01:05:58.638 PM,1514.55517578125,2025-07-28 01:05:59.870 PM,1512.56945800781
2025-07-28 01:05:58.836 PM,1514.63488769531,2025-07-28 01:06:00.069 PM,1512.4775390625
2025-07-28 01:05:59.035 PM,1514.71301269531,2025-07-28 01:06:00.268 PM,1512.38317871094
2025-07-28 01:05:59.234 PM,1514.84240722656,2025-07-28 01:06:00.466 PM,1512.27014160156
2025-07-28 01:05:59.432 PM,1514.94982910156,2025-07-28 01:06:00.665 PM,1512.17248535156
2025-07-28 01:05:59.631 PM,1515.04089355469,2025-07-28 01:06:00.864 PM,1512.10498046875
2025-07-28 01:05:59.830 PM,1515.0546875,2025-07-28 01:06:01.063 PM,1512.05212402344
2025-07-28 01:06:00.028 PM,1515.03442382813,2025-07-28 01:06:01.261 PM,1512.07006835938
2025-07-28 01:06:00.227 PM,1514.96362304688,2025-07-28 01:06:01.460 PM,1512.15710449219
2025-07-28 01:06:00.426 PM,1514.83911132813,2025-07-28 01:06:01.659 PM,1512.25061035156
2025-07-28 01:06:00.624 PM,1514.74792480469,2025-07-28 01:06:01.858 PM,1512.37426757813
2025-07-28 01:06:00.823 PM,1514.64624023438,2025-07-28 01:06:02.056 PM,1512.47351074219
2025-07-28 01:06:01.022 PM,1514.59826660156,2025-07-28 01:06:02.255 PM,1512.54187011719
2025-07-28 01:06:01.220 PM,1514.56323242188,2025-07-28 01:06:02.454 PM,1512.56945800781
2025-07-28 01:06:01.419 PM,1514.572265625,2025-07-28 01:06:02.652 PM,1512.55493164063
2025-07-28 01:06:01.618 PM,1514.62109375,2025-07-28 01:06:02.851 PM,1512.47509765625
2025-07-28 01:06:01.816 PM,1514.69592285156,2025-07-28 01:06:03.050 PM,1512.40270996094
2025-07-28 01:06:02.015 PM,1514.82202148438,2025-07-28 01:06:03.249 PM,1512.34338378906
2025-07-28 01:06:02.214 PM,1514.96447753906,2025-07-28 01:06:03.447 PM,1512.2490234375
2025-07-28 01:06:02.413 PM,1515.06042480469,2025-07-28 01:06:03.646 PM,1512.18640136719
2025-07-28 01:06:02.611 PM,1515.10681152344,2025-07-28 01:06:03.845 PM,1512.12780761719
2025-07-28 01:06:02.810 PM,1515.07995605469,2025-07-28 01:06:04.044 PM,1512.09851074219
2025-07-28 01:06:03.009 PM,1514.99609375,2025-07-28 01:06:04.242 PM,1512.14978027344
2025-07-28 01:06:03.207 PM,1514.89770507813,2025-07-28 01:06:04.441 PM,1512.23107910156
2025-07-28 01:06:03.406 PM,1514.80334472656,2025-07-28 01:06:04.640 PM,1512.35388183594
2025-07-28 01:06:03.605 PM,1514.72436523438,2025-07-28 01:06:04.838 PM,1512.49792480469
2025-07-28 01:06:03.803 PM,1514.65026855469,2025-07-28 01:06:05.037 PM,1512.57763671875
2025-07-28 01:06:04.002 PM,1514.59582519531,2025-07-28 01:06:05.236 PM,1512.62243652344
2025-07-28 01:06:04.201 PM,1514.58935546875,2025-07-28 01:06:05.435 PM,1512.59069824219
2025-07-28 01:06:04.399 PM,1514.59985351563,2025-07-28 01:06:05.633 PM,1512.51904296875
2025-07-28 01:06:04.598 PM,1514.67065429688,2025-07-28 01:06:05.832 PM,1512.41577148438
2025-07-28 01:06:04.797 PM,1514.78540039063,2025-07-28 01:06:06.031 PM,1512.34094238281
2025-07-28 01:06:04.995 PM,1514.88305664063,2025-07-28 01:06:06.230 PM,1512.26281738281
2025-07-28 01:06:05.194 PM,1515.00671386719,2025-07-28 01:06:06.428 PM,1512.1953125
2025-07-28 01:06:05.393 PM,1515.06127929688,2025-07-28 01:06:06.627 PM,1512.166015625
2025-07-28 01:06:05.591 PM,1515.0546875,2025-07-28 01:06:06.826 PM,1512.14733886719
2025-07-28 01:06:05.790 PM,1514.99694824219,2025-07-28 01:06:07.024 PM,1512.205078125
2025-07-28 01:06:05.989 PM,1514.91809082031,2025-07-28 01:06:07.223 PM,1512.28723144531
2025-07-28 01:06:06.187 PM,1514.83825683594,2025-07-28 01:06:07.422 PM,1512.42309570313
2025-07-28 01:06:06.386 PM,1514.75939941406,2025-07-28 01:06:07.621 PM,1512.54028320313
2025-07-28 01:06:06.585 PM,1514.67797851563,2025-07-28 01:06:07.819 PM,1512.63708496094
2025-07-28 01:06:06.784 PM,1514.59582519531,2025-07-28 01:06:08.018 PM,1512.68908691406
2025-07-28 01:06:06.982 PM,1514.56567382813,2025-07-28 01:06:08.217 PM,1512.66955566406
2025-07-28 01:06:07.181 PM,1514.60400390625,2025-07-28 01:06:08.416 PM,1512.61181640625
2025-07-28 01:06:07.380 PM,1514.68530273438,2025-07-28 01:06:08.614 PM,1512.52319335938
2025-07-28 01:06:07.578 PM,1514.80737304688,2025-07-28 01:06:08.813 PM,1512.43200683594
2025-07-28 01:06:07.777 PM,1514.94079589844,2025-07-28 01:06:09.012 PM,1512.35632324219
2025-07-28 01:06:07.976 PM,1515.05798339844,2025-07-28 01:06:09.210 PM,1512.29943847656
2025-07-28 01:06:08.174 PM,1515.14343261719,2025-07-28 01:06:09.409 PM,1512.22131347656
2025-07-28 01:06:08.373 PM,1515.15893554688,2025-07-28 01:06:09.608 PM,1512.16357421875
2025-07-28 01:06:08.572 PM,1515.10766601563,2025-07-28 01:06:09.807 PM,1512.14318847656
2025-07-28 01:06:08.770 PM,1515.00341796875,2025-07-28 01:06:10.005 PM,1512.20751953125
2025-07-28 01:06:08.969 PM,1514.89611816406,2025-07-28 01:06:10.204 PM,1512.322265625
2025-07-28 01:06:09.168 PM,1514.78784179688,2025-07-28 01:06:10.403 PM,1512.43688964844
2025-07-28 01:06:09.366 PM,1514.71704101563,2025-07-28 01:06:10.602 PM,1512.57604980469
2025-07-28 01:06:09.565 PM,1514.64538574219,2025-07-28 01:06:10.800 PM,1512.66223144531
2025-07-28 01:06:09.764 PM,1514.57958984375,2025-07-28 01:06:10.999 PM,1512.67126464844
2025-07-28 01:06:09.962 PM,1514.58361816406,2025-07-28 01:06:11.198 PM,1512.65734863281
2025-07-28 01:06:10.161 PM,1514.64868164063,2025-07-28 01:06:11.396 PM,1512.57849121094
2025-07-28 01:06:10.360 PM,1514.75769042969,2025-07-28 01:06:11.595 PM,1512.4580078125
2025-07-28 01:06:10.558 PM,1514.90344238281,2025-07-28 01:06:11.794 PM,1512.37585449219
2025-07-28 01:06:10.757 PM,1515.04418945313,2025-07-28 01:06:11.993 PM,1512.27587890625
2025-07-28 01:06:10.956 PM,1515.11657714844,2025-07-28 01:06:12.191 PM,1512.21813964844
2025-07-28 01:06:11.154 PM,1515.14831542969,2025-07-28 01:06:12.390 PM,1512.17980957031
2025-07-28 01:06:11.353 PM,1515.12963867188,2025-07-28 01:06:12.589 PM,1512.20263671875
2025-07-28 01:06:11.552 PM,1515.05798339844,2025-07-28 01:06:12.787 PM,1512.26196289063
2025-07-28 01:06:11.751 PM,1514.95141601563,2025-07-28 01:06:12.986 PM,1512.35070800781
2025-07-28 01:06:11.949 PM,1514.85705566406,2025-07-28 01:06:13.185 PM,1512.453125
2025-07-28 01:06:12.148 PM,1514.77319335938,2025-07-28 01:06:13.384 PM,1512.54675292969
2025-07-28 01:06:12.347 PM,1514.70324707031,2025-07-28 01:06:13.582 PM,1512.65979003906
2025-07-28 01:06:12.545 PM,1514.66088867188,2025-07-28 01:06:13.781 PM,1512.6923828125
2025-07-28 01:06:12.744 PM,1514.64465332031,2025-07-28 01:06:13.980 PM,1512.69311523438
2025-07-28 01:06:12.943 PM,1514.67639160156,2025-07-28 01:06:14.179 PM,1512.62072753906
2025-07-28 01:06:13.141 PM,1514.75122070313,2025-07-28 01:06:14.377 PM,1512.501953125
2025-07-28 01:06:13.340 PM,1514.87487792969,2025-07-28 01:06:14.576 PM,1512.39050292969
2025-07-28 01:06:13.539 PM,1514.98876953125,2025-07-28 01:06:14.775 PM,1512.29455566406
2025-07-28 01:06:13.737 PM,1515.083984375,2025-07-28 01:06:14.973 PM,1512.21398925781
2025-07-28 01:06:13.936 PM,1515.12145996094,2025-07-28 01:06:15.172 PM,1512.17419433594
2025-07-28 01:06:14.135 PM,1515.10925292969,2025-07-28 01:06:15.371 PM,1512.14807128906
2025-07-28 01:06:14.333 PM,1515.03198242188,2025-07-28 01:06:15.570 PM,1512.18151855469
2025-07-28 01:06:14.532 PM,1514.94897460938,2025-07-28 01:06:15.768 PM,1512.27502441406
2025-07-28 01:06:14.731 PM,1514.86267089844,2025-07-28 01:06:15.967 PM,1512.39538574219
2025-07-28 01:06:14.929 PM,1514.79187011719,2025-07-28 01:06:16.166 PM,1512.53698730469
2025-07-28 01:06:15.128 PM,1514.73742675781,2025-07-28 01:06:16.365 PM,1512.64599609375
2025-07-28 01:06:15.327 PM,1514.67956542969,2025-07-28 01:06:16.563 PM,1512.70532226563
2025-07-28 01:06:15.525 PM,1514.65515136719,2025-07-28 01:06:16.762 PM,1512.6728515625
2025-07-28 01:06:15.724 PM,1514.65197753906,2025-07-28 01:06:16.961 PM,1512.60119628906
2025-07-28 01:06:15.923 PM,1514.74633789063,2025-07-28 01:06:17.159 PM,1512.49792480469
2025-07-28 01:06:16.122 PM,1514.86596679688,2025-07-28 01:06:17.358 PM,1512.38244628906
2025-07-28 01:06:16.320 PM,1514.986328125,2025-07-28 01:06:17.557 PM,1512.28076171875
2025-07-28 01:06:16.519 PM,1515.10192871094,2025-07-28 01:06:17.756 PM,1512.18957519531
2025-07-28 01:06:16.718 PM,1515.1279296875,2025-07-28 01:06:17.954 PM,1512.13671875
2025-07-28 01:06:16.916 PM,1515.10278320313,2025-07-28 01:06:18.153 PM,1512.12292480469
2025-07-28 01:06:17.115 PM,1515.0546875,2025-07-28 01:06:18.352 PM,1512.16687011719
2025-07-28 01:06:17.314 PM,1514.94250488281,2025-07-28 01:06:18.551 PM,1512.28564453125
2025-07-28 01:06:17.512 PM,1514.83825683594,2025-07-28 01:06:18.749 PM,1512.39953613281
2025-07-28 01:06:17.711 PM,1514.75769042969,2025-07-28 01:06:18.948 PM,1512.52563476563
2025-07-28 01:06:17.910 PM,1514.66418457031,2025-07-28 01:06:19.147 PM,1512.62731933594
2025-07-28 01:06:18.108 PM,1514.62670898438,2025-07-28 01:06:19.345 PM,1512.64514160156
2025-07-28 01:06:18.307 PM,1514.63818359375,2025-07-28 01:06:19.544 PM,1512.62731933594
2025-07-28 01:06:18.506 PM,1514.68774414063,2025-07-28 01:06:19.743 PM,1512.56787109375
2025-07-28 01:06:18.704 PM,1514.77563476563,2025-07-28 01:06:19.942 PM,1512.46618652344
2025-07-28 01:06:18.903 PM,1514.89196777344,2025-07-28 01:06:20.140 PM,1512.37182617188
2025-07-28 01:06:19.102 PM,1514.9912109375,2025-07-28 01:06:20.339 PM,1512.27416992188
2025-07-28 01:06:19.300 PM,1515.0595703125,2025-07-28 01:06:20.538 PM,1512.18151855469
2025-07-28 01:06:19.499 PM,1515.11010742188,2025-07-28 01:06:20.737 PM,1512.12780761719
2025-07-28 01:06:19.698 PM,1515.07507324219,2025-07-28 01:06:20.935 PM,1512.10095214844
2025-07-28 01:06:19.896 PM,1515.03759765625,2025-07-28 01:06:21.134 PM,1512.16760253906
2025-07-28 01:06:20.095 PM,1514.95227050781,2025-07-28 01:06:21.333 PM,1512.29211425781
2025-07-28 01:06:20.294 PM,1514.84887695313,2025-07-28 01:06:21.531 PM,1512.45556640625
2025-07-28 01:06:20.492 PM,1514.76916503906,2025-07-28 01:06:21.730 PM,1512.658203125
2025-07-28 01:06:20.691 PM,1514.69018554688,2025-07-28 01:06:21.929 PM,1512.82165527344
2025-07-28 01:06:20.890 PM,1514.63818359375,2025-07-28 01:06:22.128 PM,1512.99169921875
2025-07-28 01:06:21.089 PM,1514.61779785156,2025-07-28 01:06:22.326 PM,1513.15283203125
2025-07-28 01:06:21.287 PM,1514.65441894531,2025-07-28 01:06:22.525 PM,1513.28381347656
2025-07-28 01:06:21.486 PM,1514.75451660156,2025-07-28 01:06:22.724 PM,1513.359375
2025-07-28 01:06:21.685 PM,1514.91394042969,2025-07-28 01:06:22.923 PM,1513.35864257813
2025-07-28 01:06:21.883 PM,1515.10437011719,2025-07-28 01:06:23.121 PM,1513.32287597656
2025-07-28 01:06:22.082 PM,1515.29235839844,2025-07-28 01:06:23.320 PM,1513.23327636719
2025-07-28 01:06:22.281 PM,1515.44445800781,2025-07-28 01:06:23.519 PM,1513.14135742188
2025-07-28 01:06:22.479 PM,1515.59753417969,2025-07-28 01:06:23.717 PM,1513.0625
2025-07-28 01:06:22.678 PM,1515.73901367188,2025-07-28 01:06:23.916 PM,1512.96166992188
2025-07-28 01:06:22.877 PM,1515.82446289063,2025-07-28 01:06:24.115 PM,1512.88928222656
2025-07-28 01:06:23.075 PM,1515.85461425781,2025-07-28 01:06:24.314 PM,1512.85095214844
2025-07-28 01:06:23.274 PM,1515.83020019531,2025-07-28 01:06:24.512 PM,1512.81604003906
2025-07-28 01:06:23.473 PM,1515.73168945313,2025-07-28 01:06:24.711 PM,1512.84936523438
2025-07-28 01:06:23.671 PM,1515.63244628906,2025-07-28 01:06:24.910 PM,1512.91772460938
2025-07-28 01:06:23.870 PM,1515.54455566406,2025-07-28 01:06:25.109 PM,1513.0185546875
2025-07-28 01:06:24.069 PM,1515.44616699219,2025-07-28 01:06:25.307 PM,1513.14306640625
2025-07-28 01:06:24.267 PM,1515.3720703125,2025-07-28 01:06:25.506 PM,1513.21875
2025-07-28 01:06:24.466 PM,1515.31677246094,2025-07-28 01:06:25.705 PM,1513.25939941406
2025-07-28 01:06:24.665 PM,1515.28259277344,2025-07-28 01:06:25.903 PM,1513.23571777344
2025-07-28 01:06:24.863 PM,1515.30615234375,2025-07-28 01:06:26.102 PM,1513.18701171875
2025-07-28 01:06:25.062 PM,1515.39245605469,2025-07-28 01:06:26.301 PM,1513.0966796875
2025-07-28 01:06:25.261 PM,1515.50390625,2025-07-28 01:06:26.500 PM,1513.02185058594
2025-07-28 01:06:25.460 PM,1515.62756347656,2025-07-28 01:06:26.698 PM,1512.94128417969
2025-07-28 01:06:25.658 PM,1515.74145507813,2025-07-28 01:06:26.897 PM,1512.79809570313
2025-07-28 01:06:25.857 PM,1515.77734375,2025-07-28 01:06:27.096 PM,1512.68823242188
2025-07-28 01:06:26.056 PM,1515.78381347656,2025-07-28 01:06:27.295 PM,1512.55249023438
2025-07-28 01:06:26.254 PM,1515.73168945313,2025-07-28 01:06:27.493 PM,1512.41906738281
2025-07-28 01:06:26.453 PM,1515.63818359375,2025-07-28 01:06:27.692 PM,1512.34338378906
2025-07-28 01:06:26.652 PM,1515.56982421875,2025-07-28 01:06:27.891 PM,1512.25463867188
2025-07-28 01:06:26.850 PM,1515.45263671875,2025-07-28 01:06:28.089 PM,1512.15539550781
2025-07-28 01:06:27.049 PM,1515.35656738281,2025-07-28 01:06:28.288 PM,1512.08630371094
2025-07-28 01:06:27.248 PM,1515.23046875,2025-07-28 01:06:28.487 PM,1511.99035644531
2025-07-28 01:06:27.446 PM,1515.09704589844,2025-07-28 01:06:28.686 PM,1511.92114257813
2025-07-28 01:06:27.645 PM,1515.0009765625,2025-07-28 01:06:28.884 PM,1511.92114257813
2025-07-28 01:06:27.844 PM,1514.88879394531,2025-07-28 01:06:29.083 PM,1511.96423339844
2025-07-28 01:06:28.042 PM,1514.79675292969,2025-07-28 01:06:29.282 PM,1512.05297851563
2025-07-28 01:06:28.241 PM,1514.69421386719,2025-07-28 01:06:29.481 PM,1512.1904296875
2025-07-28 01:06:28.440 PM,1514.58447265625,2025-07-28 01:06:29.679 PM,1512.30346679688
2025-07-28 01:06:28.638 PM,1514.49328613281,2025-07-28 01:06:29.878 PM,1512.40600585938
2025-07-28 01:06:28.837 PM,1514.42163085938,2025-07-28 01:06:30.077 PM,1512.48413085938
2025-07-28 01:06:29.036 PM,1514.38671875,2025-07-28 01:06:30.275 PM,1512.48083496094
2025-07-28 01:06:29.234 PM,1514.41186523438,2025-07-28 01:06:30.474 PM,1512.44665527344
2025-07-28 01:06:29.433 PM,1514.50061035156,2025-07-28 01:06:30.673 PM,1512.34655761719
2025-07-28 01:06:29.632 PM,1514.63000488281,2025-07-28 01:06:30.872 PM,1512.24975585938
2025-07-28 01:06:29.830 PM,1514.77233886719,2025-07-28 01:06:31.070 PM,1512.1513671875
2025-07-28 01:06:30.029 PM,1514.87976074219,2025-07-28 01:06:31.269 PM,1512.08056640625
2025-07-28 01:06:30.228 PM,1514.96203613281,2025-07-28 01:06:31.468 PM,1512.048828125
2025-07-28 01:06:30.427 PM,1514.97741699219,2025-07-28 01:06:31.666 PM,1512.02612304688
2025-07-28 01:06:30.625 PM,1514.93835449219,2025-07-28 01:06:31.865 PM,1512.0732421875
2025-07-28 01:06:30.824 PM,1514.89282226563,2025-07-28 01:06:32.064 PM,1512.13342285156
2025-07-28 01:06:31.023 PM,1514.78942871094,2025-07-28 01:06:32.263 PM,1512.21728515625
2025-07-28 01:06:31.221 PM,1514.69665527344,2025-07-28 01:06:32.461 PM,1512.32055664063
2025-07-28 01:06:31.420 PM,1514.62841796875,2025-07-28 01:06:32.660 PM,1512.41333007813
2025-07-28 01:06:31.619 PM,1514.53149414063,2025-07-28 01:06:32.859 PM,1512.47924804688
2025-07-28 01:06:31.817 PM,1514.48754882813,2025-07-28 01:06:33.058 PM,1512.48815917969
2025-07-28 01:06:32.016 PM,1514.49328613281,2025-07-28 01:06:33.256 PM,1512.45397949219
2025-07-28 01:06:32.215 PM,1514.54541015625,2025-07-28 01:06:33.455 PM,1512.36120605469
2025-07-28 01:06:32.413 PM,1514.66247558594,2025-07-28 01:06:33.654 PM,1512.23681640625
2025-07-28 01:06:32.612 PM,1514.78540039063,2025-07-28 01:06:33.852 PM,1512.13342285156
2025-07-28 01:06:32.811 PM,1514.86511230469,2025-07-28 01:06:34.051 PM,1512.04321289063
2025-07-28 01:06:33.009 PM,1514.93920898438,2025-07-28 01:06:34.250 PM,1511.98303222656
2025-07-28 01:06:33.208 PM,1514.93676757813,2025-07-28 01:06:34.449 PM,1511.96179199219
2025-07-28 01:06:33.407 PM,1514.88708496094,2025-07-28 01:06:34.647 PM,1511.98864746094
2025-07-28 01:06:33.605 PM,1514.82043457031,2025-07-28 01:06:34.846 PM,1512.07006835938
2025-07-28 01:06:33.804 PM,1514.70727539063,2025-07-28 01:06:35.045 PM,1512.17736816406
2025-07-28 01:06:34.003 PM,1514.62670898438,2025-07-28 01:06:35.244 PM,1512.31567382813
2025-07-28 01:06:34.201 PM,1514.57141113281,2025-07-28 01:06:35.442 PM,1512.41333007813
2025-07-28 01:06:34.400 PM,1514.54052734375,2025-07-28 01:06:35.641 PM,1512.47021484375
2025-07-28 01:06:34.599 PM,1514.49731445313,2025-07-28 01:06:35.840 PM,1512.47265625
2025-07-28 01:06:34.797 PM,1514.5234375,2025-07-28 01:06:36.038 PM,1512.41577148438
2025-07-28 01:06:34.996 PM,1514.5771484375,2025-07-28 01:06:36.237 PM,1512.32543945313
2025-07-28 01:06:35.195 PM,1514.65600585938,2025-07-28 01:06:36.436 PM,1512.23193359375
2025-07-28 01:06:35.394 PM,1514.79187011719,2025-07-28 01:06:36.635 PM,1512.14001464844
2025-07-28 01:06:35.592 PM,1514.87817382813,2025-07-28 01:06:36.833 PM,1512.0634765625
2025-07-28 01:06:35.791 PM,1514.93518066406,2025-07-28 01:06:37.032 PM,1512.01879882813
2025-07-28 01:06:35.990 PM,1514.93273925781,2025-07-28 01:06:37.231 PM,1511.99597167969
2025-07-28 01:06:36.188 PM,1514.89685058594,2025-07-28 01:06:37.430 PM,1512.0390625
2025-07-28 01:06:36.387 PM,1514.81225585938,2025-07-28 01:06:37.628 PM,1512.10009765625
2025-07-28 01:06:36.586 PM,1514.71789550781,2025-07-28 01:06:37.827 PM,1512.22546386719
2025-07-28 01:06:36.784 PM,1514.65686035156,2025-07-28 01:06:38.026 PM,1512.35314941406
2025-07-28 01:06:36.983 PM,1514.56982421875,2025-07-28 01:06:38.224 PM,1512.44348144531
2025-07-28 01:06:37.182 PM,1514.49658203125,2025-07-28 01:06:38.423 PM,1512.50366210938
2025-07-28 01:06:37.380 PM,1514.47705078125,2025-07-28 01:06:38.622 PM,1512.48974609375
2025-07-28 01:06:37.579 PM,1514.4794921875,2025-07-28 01:06:38.821 PM,1512.42150878906
2025-07-28 01:06:37.778 PM,1514.56005859375,2025-07-28 01:06:39.019 PM,1512.33203125
2025-07-28 01:06:37.976 PM,1514.68615722656,2025-07-28 01:06:39.218 PM,1512.234375
2025-07-28 01:06:38.175 PM,1514.80407714844,2025-07-28 01:06:39.417 PM,1512.12365722656
2025-07-28 01:06:38.374 PM,1514.92370605469,2025-07-28 01:06:39.616 PM,1512.03747558594
2025-07-28 01:06:38.572 PM,1514.99938964844,2025-07-28 01:06:39.814 PM,1511.96838378906
2025-07-28 01:06:38.771 PM,1515.0205078125,2025-07-28 01:06:40.013 PM,1511.94396972656
2025-07-28 01:06:38.970 PM,1514.97094726563,2025-07-28 01:06:40.212 PM,1511.95935058594
2025-07-28 01:06:39.168 PM,1514.87658691406,2025-07-28 01:06:40.410 PM,1512.03173828125
2025-07-28 01:06:39.367 PM,1514.76184082031,2025-07-28 01:06:40.609 PM,1512.1220703125
2025-07-28 01:06:39.566 PM,1514.65844726563,2025-07-28 01:06:40.808 PM,1512.23266601563
2025-07-28 01:06:39.765 PM,1514.57788085938,2025-07-28 01:06:41.007 PM,1512.34338378906
2025-07-28 01:06:39.963 PM,1514.49084472656,2025-07-28 01:06:41.205 PM,1512.42309570313
2025-07-28 01:06:40.162 PM,1514.43627929688,2025-07-28 01:06:41.404 PM,1512.44909667969
2025-07-28 01:06:40.361 PM,1514.42651367188,2025-07-28 01:06:41.603 PM,1512.42639160156
2025-07-28 01:06:40.559 PM,1514.45825195313,2025-07-28 01:06:41.802 PM,1512.35229492188
2025-07-28 01:06:40.758 PM,1514.57543945313,2025-07-28 01:06:42.000 PM,1512.23510742188
2025-07-28 01:06:40.957 PM,1514.71215820313,2025-07-28 01:06:42.199 PM,1512.15869140625
2025-07-28 01:06:41.155 PM,1514.84240722656,2025-07-28 01:06:42.398 PM,1512.06921386719
2025-07-28 01:06:41.354 PM,1514.95959472656,2025-07-28 01:06:42.596 PM,1512.00329589844
2025-07-28 01:06:41.553 PM,1514.986328125,2025-07-28 01:06:42.795 PM,1511.96105957031
2025-07-28 01:06:41.751 PM,1514.95385742188,2025-07-28 01:06:42.994 PM,1511.95776367188
2025-07-28 01:06:41.950 PM,1514.87817382813,2025-07-28 01:06:43.193 PM,1512.009765625
2025-07-28 01:06:42.149 PM,1514.77160644531,2025-07-28 01:06:43.391 PM,1512.09692382813
2025-07-28 01:06:42.347 PM,1514.69018554688,2025-07-28 01:06:43.590 PM,1512.22705078125
2025-07-28 01:06:42.546 PM,1514.60314941406,2025-07-28 01:06:43.789 PM,1512.36206054688
2025-07-28 01:06:42.745 PM,1514.552734375,2025-07-28 01:06:43.988 PM,1512.43444824219
2025-07-28 01:06:42.943 PM,1514.50305175781,2025-07-28 01:06:44.186 PM,1512.46533203125
2025-07-28 01:06:43.142 PM,1514.47534179688,2025-07-28 01:06:44.385 PM,1512.43774414063
2025-07-28 01:06:43.341 PM,1514.52099609375,2025-07-28 01:06:44.584 PM,1512.32055664063
2025-07-28 01:06:43.539 PM,1514.59094238281,2025-07-28 01:06:44.782 PM,1512.21887207031
2025-07-28 01:06:43.738 PM,1514.71130371094,2025-07-28 01:06:44.981 PM,1512.12780761719
2025-07-28 01:06:43.937 PM,1514.83337402344,2025-07-28 01:06:45.180 PM,1512.02770996094
2025-07-28 01:06:44.135 PM,1514.92944335938,2025-07-28 01:06:45.379 PM,1511.96911621094
2025-07-28 01:06:44.334 PM,1514.95959472656,2025-07-28 01:06:45.577 PM,1511.95617675781
2025-07-28 01:06:44.533 PM,1514.93518066406,2025-07-28 01:06:45.776 PM,1511.96105957031
2025-07-28 01:06:44.732 PM,1514.86755371094,2025-07-28 01:06:45.975 PM,1512.04479980469
2025-07-28 01:06:44.930 PM,1514.76501464844,2025-07-28 01:06:46.174 PM,1512.15954589844
2025-07-28 01:06:45.129 PM,1514.67150878906,2025-07-28 01:06:46.372 PM,1512.27661132813
